#,Item No.,Item Description,Base Price List,Factor,Primary Currency - Base Price (currency),Primary Currency - Base Price,Primary Currency - Price (currency),Primary Currency - Price,Primary Currency - Manual,Inventory UoM,Pricing Unit,Final Price,INR,USD,EURO
8283,SFC-0607,4 mm Banana Lead (White) Imp C6-VIOLET-IEC,Purchase Price List,1,INR,26.48,INR,26.48,N,Manual,Manual,26.48,1,85.56,92.52
8284,SFC-0608,4 mm Banana Lead (White) Imp C6-VIOLET-IEC,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8285,SFC-0609,Twin Core Cable for VIOS,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8286,SFC-0610,Flow Sensor (W/O Tube) - FS2,Purchase Price List,1,INR,8.19,INR,8.19,N,Manual,Manual,8.19,1,85.56,92.52
8287,SFC-0611,WATER TRAP ASSEMBLY (PC) -NEO (15MM),Purchase Price List,1,INR,26.65,INR,26.65,N,Manual,Manual,26.65,1,85.56,92.52
8288,SFC-0612,Y CONNECTOR WITH PORT ASSEMBLY (PC) -NEO (15MM),Purchase Price List,1,INR,10.57,INR,10.57,N,Manual,Manual,10.57,1,85.56,92.52
8289,SFC-0613,Neonatal Silicon Tube with Blue Cuff (15 x15) -600 mm,Purchase Price List,1,INR,398.26,INR,398.26,N,Manual,Manual,398.26,1,85.56,92.52
8290,SFC-0614,VAP Wire -2,Purchase Price List,1,INR,291.6,INR,291.6,N,Manual,Manual,291.6,1,85.56,92.52
8291,SFC-0615,WATER TRAP ASSEMBLY (PSU) -NEO (15MM),Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8292,SFC-0616,Y CONNECTOR WITH PORT ASSEMBLY (PSU) -NEO (15MM),Purchase Price List,1,INR,40.1,INR,40.1,N,Manual,Manual,40.1,1,85.56,92.52
8293,SFC-0617,Catheter Mount -(PSU),Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8294,SFC-0618,Y Connector with Temp Port Assembly - N (PC)-15 MM,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8295,SFC-0619,ECG TRUNK CABLE -OPEN END,Purchase Price List,1,INR,91.37,INR,91.37,N,Manual,Manual,91.37,1,85.56,92.52
8296,SFC-0620,ECG Internal Cable (W/O RMC Conn),Purchase Price List,1,INR,101.1,INR,101.1,N,Manual,Manual,101.1,1,85.56,92.52
8297,SFC-0621,Swivel Mount Tubing,Purchase Price List,1,INR,212.58,INR,212.58,N,Manual,Manual,212.58,1,85.56,92.52
8298,SFC-0622,"Peadiatric  Silicon Tube (18"" length)-17X17mm",Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8299,SFC-0623,10 Lead ECG Cable with Micro HDMI Connector(Male),Purchase Price List,1,INR,13.72,INR,13.72,N,Manual,Manual,13.72,1,85.56,92.52
8300,SFC-0624,Pediatric  Silicon Tube -17MM CUFF,Purchase Price List,1,INR,428.8,INR,428.8,N,Manual,Manual,428.8,1,85.56,92.52
8301,SFC-0625,Adult Shell Assembly(BMC),Purchase Price List,1,INR,52.48,INR,52.48,N,Manual,Manual,52.48,1,85.56,92.52
8302,SFC-0626,Air Temperature Probe (2252 Ohms) -Open End,Purchase Price List,1,INR,123.84,INR,123.84,N,Manual,Manual,123.84,1,85.56,92.52
8303,SFC-0627,Air Temperature Probe (LM35) -Open End,Purchase Price List,1,INR,148.34,INR,148.34,N,Manual,Manual,148.34,1,85.56,92.52
8304,SFC-0628,O2 Adaptor Cable With stereo Jack Connector,Purchase Price List,1,INR,4.28,INR,4.28,N,Manual,Manual,4.28,1,85.56,92.52
8305,SFC-0629,4mm Spring Banana Lead RA AHA WHTE-AL,Purchase Price List,1,INR,26.96,INR,26.96,N,Manual,Manual,26.96,1,85.56,92.52
8306,SFC-0630,4mm Spring Banana Lead RL-GREEN-AHA-AL,Purchase Price List,1,INR,28.86,INR,28.86,N,Manual,Manual,28.86,1,85.56,92.52
8307,SFC-0631,4mm Spring Banana Lead LA-BLACK-AHA-AL,Purchase Price List,1,INR,28.91,INR,28.91,N,Manual,Manual,28.91,1,85.56,92.52
8308,SFC-0632,4mm Spring Banana Lead LL-RED-AHA-AL,Purchase Price List,1,INR,29.07,INR,29.07,N,Manual,Manual,29.07,1,85.56,92.52
8309,SFC-0633,4mm Spring Banana Lead V-BROWN-AHA-AL,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8310,SFC-0634,4mm Spring Banana Lead V1-RED-AHA-AL,Purchase Price List,1,INR,26.84,INR,26.84,N,Manual,Manual,26.84,1,85.56,92.52
8311,SFC-0635,4mm Spring Banana Lead V2- YELLOW-AHA-AL,Purchase Price List,1,INR,26.86,INR,26.86,N,Manual,Manual,26.86,1,85.56,92.52
8312,SFC-0636,4mm Spring Banana Lead V3- GREEN-AHA-AL,Purchase Price List,1,INR,26.63,INR,26.63,N,Manual,Manual,26.63,1,85.56,92.52
8313,SFC-0637,4mm Spring Banana Lead V4 -BLUE -AHA-AL,Purchase Price List,1,INR,26.67,INR,26.67,N,Manual,Manual,26.67,1,85.56,92.52
8314,SFC-0638,4mm Spring Banana Lead V5 - ORANGE-AHA-AL,Purchase Price List,1,INR,26.78,INR,26.78,N,Manual,Manual,26.78,1,85.56,92.52
8315,SFC-0639,4mm Spring Banana Lead V6 -VIOLET-AHA-AL,Purchase Price List,1,INR,27.26,INR,27.26,N,Manual,Manual,27.26,1,85.56,92.52
8316,SFC-0642,SPO2 Neonatal Pouch 3mtr -Open End(Nellcor),Purchase Price List,1,INR,287.44,INR,287.44,N,Manual,Manual,287.44,1,85.56,92.52
8317,SFC-0643,Flow Sensor (W/O Tube) - FS4,Purchase Price List,1,INR,8.86,INR,8.86,N,Manual,Manual,8.86,1,85.56,92.52
8318,SFC-0644,SHEATH(CIRCUIT END) -OPEN END,Purchase Price List,1,INR,169.17,INR,169.17,N,Manual,Manual,169.17,1,85.56,92.52
8319,SFC-0645,SHEATH (HUMIDIFIER END - 1) -OPEN END,Purchase Price List,1,INR,394.16,INR,394.16,N,Manual,Manual,394.16,1,85.56,92.52
8320,SFC-0646,SHEATH(HUMIDIFIER END-2) CABLE-OPEN END,Purchase Price List,1,INR,265.67,INR,265.67,N,Manual,Manual,265.67,1,85.56,92.52
8321,SFC-0647,Reu.Exhalation Valve with Pressure line for PB560,Purchase Price List,1,INR,682.75,INR,682.75,N,Manual,Manual,682.75,1,85.56,92.52
8322,SFC-0648,Vap Wire-1.2Mtr,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8323,SFC-0649,2.6 mm Button Lead (2 Ft) -RL -Green (AHA),Purchase Price List,1,INR,28.07,INR,28.07,N,Manual,Manual,28.07,1,85.56,92.52
8324,SFC-0650,VAP WIRE -3,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8325,SFC-0651,4 mm banana L&T (V19),Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8326,SFC-0652,Peadiatric Silicon Tube -17x17mm,Purchase Price List,1,INR,219.55,INR,219.55,N,Manual,Manual,219.55,1,85.56,92.52
8327,SFC-0653,Umec 10 3+2 core,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8328,SFC-0654,Umec 10 Twin core,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8329,SFC-0655,Pediatric clip set (w/o cable),Purchase Price List,1,INR,28.45,INR,28.45,N,Manual,Manual,28.45,1,85.56,92.52
8330,SFC-0656,2.6MM BUTTON LEAD IMPORTED R-RED-IEC,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8331,SFC-0657,Reu.Exhalation Valve without Elbow Connector for PB560,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8332,SFC-0658,PEDIATRIC BUTTON LEAD -AHA-V5-BLACK,Purchase Price List,1,INR,242.35,INR,242.35,N,Manual,Manual,242.35,1,85.56,92.52
8333,SFC-0659,DEFIB COILED CABLE ASSEMBLY,Purchase Price List,1,INR,74.82,INR,74.82,N,Manual,Manual,74.82,1,85.56,92.52
8334,SFC-0660,6 PIN CONTEC SEMIFINISHED CABLE 3MTR - (3+2 ),Purchase Price List,1,INR,191.5,INR,191.5,N,Manual,Manual,191.5,1,85.56,92.52
8335,SFC-0661,6 PIN CONTEC SEMIFINISHED CABLE 3MTR - (TWIN CORE ),Purchase Price List,1,INR,262.4,INR,262.4,N,Manual,Manual,262.4,1,85.56,92.52
8336,SFC-0662,REU.PRESSURE TUBE (NEO) WITH ADULT ELBOW CONN.,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8337,SFC-0663,VAP WIRE - 4,Purchase Price List,1,INR,334.49,INR,334.49,N,Manual,Manual,334.49,1,85.56,92.52
8338,SFC-0664,VAP WIRE - 5,Purchase Price List,1,INR,311.87,INR,311.87,N,Manual,Manual,311.87,1,85.56,92.52
8339,SFC-0665,Adult silicone tube -900mm,Purchase Price List,1,INR,415.65,INR,415.65,N,Manual,Manual,415.65,1,85.56,92.52
8340,SFC-0666,Button lead R IEC RED-SKANRAY,Purchase Price List,1,INR,47.12,INR,47.12,N,Manual,Manual,47.12,1,85.56,92.52
8341,SFC-0667,Button lead L  IEC YELLOW-SKANRAY,Purchase Price List,1,INR,47.14,INR,47.14,N,Manual,Manual,47.14,1,85.56,92.52
8342,SFC-0668,Button lead F IEC GREEN-SKANRAY,Purchase Price List,1,INR,47.17,INR,47.17,N,Manual,Manual,47.17,1,85.56,92.52
8343,SFC-0669,Button lead C IEC WHITE-SKANRAY,Purchase Price List,1,INR,47.13,INR,47.13,N,Manual,Manual,47.13,1,85.56,92.52
8344,SFC-0670,Button lead N IEC BLACK-SKANRAY,Purchase Price List,1,INR,47.1,INR,47.1,N,Manual,Manual,47.1,1,85.56,92.52
8345,SFC-0671,DISPOSABLE SPO2 SENSOR CABLE -OPEN END,Purchase Price List,1,USD,0.7,USD,0.7,N,Manual,Manual,59.892,1,85.56,92.52
8346,SFC-0672,CARDIOSIM III PCB ASSEMBLY,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8347,SFC-0673,New Clip-on Lead Imported C - white - IEC,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8348,SFC-0674,4MM SPRING BANANA IMP  R-RED-IEC-V22,Purchase Price List,1,INR,52.51,INR,52.51,N,Manual,Manual,52.51,1,85.56,92.52
8349,SFC-0675,4MM SPRING  BANANA IMP  L-YELLOW-IEC -V22,Purchase Price List,1,INR,52.52,INR,52.52,N,Manual,Manual,52.52,1,85.56,92.52
8350,SFC-0676,4MM SPRING BANANA IMP F-GREEN-IEC -V22,Purchase Price List,1,INR,52.5,INR,52.5,N,Manual,Manual,52.5,1,85.56,92.52
8351,SFC-0677,4MM SPRING BANANA IMP N-BLACK-IEC -V22,Purchase Price List,1,INR,52.47,INR,52.47,N,Manual,Manual,52.47,1,85.56,92.52
8352,SFC-0678,4MM SPRING BANANA IMP C1-RED-IEC -V22,Purchase Price List,1,INR,48.37,INR,48.37,N,Manual,Manual,48.37,1,85.56,92.52
8353,SFC-0679,4MM SPRING BANANA IMP  C2-YELLOW-IEC -V22,Purchase Price List,1,INR,48.38,INR,48.38,N,Manual,Manual,48.38,1,85.56,92.52
8354,SFC-0680,4MM SPRING BANANA IMP C3-GREEN-IEC -V22,Purchase Price List,1,INR,48.36,INR,48.36,N,Manual,Manual,48.36,1,85.56,92.52
8355,SFC-0681,4MM SPRING BANANA IMP  C4-BROWN-IEC -V22,Purchase Price List,1,INR,48.33,INR,48.33,N,Manual,Manual,48.33,1,85.56,92.52
8356,SFC-0682,4MM SPRING BANANA IMP  C5-BLACK-IE -V22,Purchase Price List,1,INR,48.32,INR,48.32,N,Manual,Manual,48.32,1,85.56,92.52
8357,SFC-0683,4MM SPRING BANANA IMP  C6-VIOLET-IEC - V22,Purchase Price List,1,INR,48.34,INR,48.34,N,Manual,Manual,48.34,1,85.56,92.52
8358,SFC-0684,PEDIATRIC SILICON TUBE -600MM,Purchase Price List,1,INR,300.38,INR,300.38,N,Manual,Manual,300.38,1,85.56,92.52
8359,SFC-0685,2.6mm Red colour cable with button lead - R,Purchase Price List,1,INR,38.74,INR,38.74,N,Manual,Manual,38.74,1,85.56,92.52
8360,SFC-0686,2.6mm Green colour cable with button lead - F,Purchase Price List,1,INR,39.46,INR,39.46,N,Manual,Manual,39.46,1,85.56,92.52
8361,SFC-0687,2.6mm Yellow colour cable with button lead - L,Purchase Price List,1,INR,38.74,INR,38.74,N,Manual,Manual,38.74,1,85.56,92.52
8362,SFC-0688,2.6mm Black colour cable with button lead - N,Purchase Price List,1,INR,39.46,INR,39.46,N,Manual,Manual,39.46,1,85.56,92.52
8363,SFC-0689,2.6mm White colour cable with button lead - C,Purchase Price List,1,INR,40.73,INR,40.73,N,Manual,Manual,40.73,1,85.56,92.52
8364,SFC-0690,1 to 1 EXTN CABLE (3+2 CORE CABLE) - DIGITAL,Purchase Price List,1,INR,140.62,INR,140.62,N,Manual,Manual,140.62,1,85.56,92.52
8365,SFC-0691,4MM SPRING BANANA INNER MOULD WITH RESISTOR,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8366,SFC-0692,4MM SPRING BANANA OUTER MOULD WITH RESISTOR,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8367,SFC-0693,ABBOTT IBP CABLE,Purchase Price List,1,INR,400,INR,400,N,Manual,Manual,400,1,85.56,92.52
8368,SFC-0694,4MM SPRING BANANA LEAD WITH RESISTOR R-RED-22K,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8369,SFC-0695,4MM SPRING BANANA LEAD WITH RESISTOR L-YELLOW-22K,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8370,SFC-0696,4MM SPRING BANANA LEAD WITH RESISTOR N-BLACK-22K,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8371,SFC-0697,4MM SPRING BANANA LEAD WITH RESISTOR F -GREEN-22K,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8372,SFC-0698,4MM SPRING BANANA LEAD WITH RESISTOR C1 -RED-22K,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8373,SFC-0699,4MM SPRING BANANA LEAD WITH RESISTOR C2 -YELLOW-22K,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8374,SFC-0700,4MM SPRING BANANA LEAD WITH RESISTOR C3 -GREEN-22K,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8375,SFC-0701,4MM SPRING BANANA LEAD WITH RESISTOR C4 -BROWN-22K,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8376,SFC-0702,4MM SPRING BANANA LEAD WITH RESISTOR C5 -BLACK-22K,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8377,SFC-0703,4MM SPRING BANANA LEAD WITH RESISTOR C6 -VIOLET-22K,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8378,SFC-0704,4MM SPRING BANANA WITH NORAV LEAD  R-RED,Purchase Price List,1,INR,81.99,INR,81.99,N,Manual,Manual,81.99,1,85.56,92.52
8379,SFC-0705,4MM SPRING BANANA WITH NORAV LEAD  L-YELLOW,Purchase Price List,1,INR,74.28,INR,74.28,N,Manual,Manual,74.28,1,85.56,92.52
8380,SFC-0706,4MM SPRING BANANA WITH NORAV LEAD N-BLACK,Purchase Price List,1,INR,78.37,INR,78.37,N,Manual,Manual,78.37,1,85.56,92.52
8381,SFC-0707,4MM SPRING BANANA WITH NORAV LEAD F -GREEN,Purchase Price List,1,INR,74.23,INR,74.23,N,Manual,Manual,74.23,1,85.56,92.52
8382,SFC-0708,4MM SPRING BANANA WITH NORAV LEAD C1 -RED,Purchase Price List,1,INR,74.65,INR,74.65,N,Manual,Manual,74.65,1,85.56,92.52
8383,SFC-0709,4MM SPRING BANANA WITH NORAV LEAD  C2 -YELLOW,Purchase Price List,1,INR,74.59,INR,74.59,N,Manual,Manual,74.59,1,85.56,92.52
8384,SFC-0710,4MM SPRING BANANA WITH NORAV LEAD C3 -GREEN,Purchase Price List,1,INR,74.39,INR,74.39,N,Manual,Manual,74.39,1,85.56,92.52
8385,SFC-0711,4MM SPRING BANANA WITH NORAV LEAD C4 -BROWN,Purchase Price List,1,INR,74.13,INR,74.13,N,Manual,Manual,74.13,1,85.56,92.52
8386,SFC-0712,4MM SPRING BANANA WITH NORAV LEAD C5 -BLACK,Purchase Price List,1,INR,74,INR,74,N,Manual,Manual,74,1,85.56,92.52
8387,SFC-0713,4MM SPRING BANANA WITH NORAV LEAD C6 -VIOLET,Purchase Price List,1,INR,74.01,INR,74.01,N,Manual,Manual,74.01,1,85.56,92.52
8388,SFC-0714,3 Lead DG 400 Main Cable (12 pin),Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8389,SFC-0715,ECG LEADS -2MM BANANA - 3 NO'S -OPEN END,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8390,SFC-0716,CONTEC 7 PIN 5 LEAD ECG SEMIFINISHED CABLE,Purchase Price List,1,INR,112.24,INR,112.24,N,Manual,Manual,112.24,1,85.56,92.52
8391,SFC-0717,ECG LEAD WIRE-4MM BANANA(GREEN F),Purchase Price List,1,INR,35.75,INR,35.75,N,Manual,Manual,35.75,1,85.56,92.52
8392,SFC-0718,7 Pin Semifinished Cable(3+2) - Open end (Mindray),Purchase Price List,1,INR,177.71,INR,177.71,N,Manual,Manual,177.71,1,85.56,92.52
8393,SFC-0719,8 Pin Semifinished Cable - Open end (Mindray),Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8394,SFC-0720,12 Pin Semifinished Cable 5 Lead - Open end (Mindray)- ECG,Purchase Price List,1,INR,143.69,INR,143.69,N,Manual,Manual,143.69,1,85.56,92.52
8395,SFC-0721,6 Pin Semifinished Cable - Open end 3 Lead (Spacelabs - ECG),Purchase Price List,1,INR,102.75,INR,102.75,N,Manual,Manual,102.75,1,85.56,92.52
8396,SFC-0722,6 Pin Semifinished Cable - Open end (IBP),Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8397,SFC-0723,12 Pin Semifinished Cable - Open end (SPO2),Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8398,SFC-0724,BUTTON SNAP IMP LEAD WITH RESISTOR (R) -RED - IEC,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8399,SFC-0725,BUTTON SNAP IMP LEAD WITH RESISTOR (L) -YELLOW - IEC,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8400,SFC-0726,BUTTON SNAP IMP LEAD WITH RESISTOR (N) -BLACK - IEC,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8401,SFC-0727,BUTTON SNAP IMP LEAD WITH RESISTOR (F) -GREEN - IEC,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8402,SFC-0728,BUTTON SNAP IMP LEAD WITH RESISTOR (C) - WHITE - IEC,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8403,SFC-0729,BUTTON SNAP IMP LEAD WITH RESISTOR (C1) - RED - IEC,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8404,SFC-0730,BUTTON SNAP IMP LEAD WITH RESISTOR (C2) - YELLOW - IEC,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8405,SFC-0731,BUTTON SNAP IMP LEAD WITH RESISTOR (C3) - GREEN - IEC,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8406,SFC-0732,BUTTON SNAP IMP LEAD WITH RESISTOR (C4) - BROWN - IEC,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8407,SFC-0733,BUTTON SNAP IMP LEAD WITH RESISTOR (C5) - BLACK - IEC,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8408,SFC-0734,BUTTON SNAP IMP LEAD WITH RESISTOR (C6) - PURPLE - IEC,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8409,SFC-0736,7 Pin Semifinished Cable(TWIN CORE) - Open end (Mindray),Purchase Price List,1,INR,269.81,INR,269.81,N,Manual,Manual,269.81,1,85.56,92.52
8410,SFC-0737,7 Pin Semifinished Cable(TWIN CORE) - Open end (Mindray),Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8411,SFC-0738,10 Lead L&T Vega Main Cable(15 pin) - imported,Purchase Price List,1,INR,297.76,INR,297.76,N,Manual,Manual,297.76,1,85.56,92.52
8412,SFC-0739,NEW CLIP-ON WITH NORAV LEAD  R-RED - IEC,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8413,SFC-0740,NEW CLIP-ON WITH NORAV LEAD  L-YELLOW - IEC,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8414,SFC-0741,NEW CLIP-ON WITH NORAV LEAD N-BLACK - IEC,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8415,SFC-0742,NEW CLIP-ON WITH NORAV LEAD F -GREEN - IEC,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8416,SFC-0743,NEW CLIP-ON WITH NORAV LEAD C -WHITE - IEC,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8417,SFC-0744,NEW CLIP-ON WITH NORAV LEAD  C2 -YELLOW - IEC,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8418,SFC-0745,NEW CLIP-ON WITH NORAV LEAD C3 -GREEN - IEC,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8419,SFC-0746,NEW CLIP-ON WITH NORAV LEAD C4 -BROWN - IEC,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8420,SFC-0747,NEW CLIP-ON WITH NORAV LEAD C5 -BLACK - IEC,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8421,SFC-0748,NEW CLIP-ON WITH NORAV LEAD C6 -VIOLET - IEC,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8422,SFC-0749,SpO2  vincense Adult Probe  - 35 cm open end,Purchase Price List,1,INR,36.2,INR,36.2,N,Manual,Manual,36.2,1,85.56,92.52
8423,SFC-0750,FS6 SEMI-FINSIHED WITHOUT TUBE,Purchase Price List,1,INR,25.32,INR,25.32,N,Manual,Manual,25.32,1,85.56,92.52
8424,SFC-0751,NELLCOR SEMI-FINISHED ADULT PROBE - V22,Purchase Price List,1,INR,260.28,INR,260.28,N,Manual,Manual,260.28,1,85.56,92.52
8425,SFC-0752,NEW CLIP-ON LEAD - RED - R -IEC (2.6MM),Purchase Price List,1,INR,26.87,INR,26.87,N,Manual,Manual,26.87,1,85.56,92.52
8426,SFC-0753,NEW CLIP-ON LEAD - YELLOW - L -IEC (2.6MM),Purchase Price List,1,INR,26.87,INR,26.87,N,Manual,Manual,26.87,1,85.56,92.52
8427,SFC-0754,NEW CLIP-ON LEAD - BLACK - N -IEC (2.6MM),Purchase Price List,1,INR,27.62,INR,27.62,N,Manual,Manual,27.62,1,85.56,92.52
8428,SFC-0755,NEW CLIP-ON LEAD - GREEN - F -IEC (2.6MM),Purchase Price List,1,INR,27.6,INR,27.6,N,Manual,Manual,27.6,1,85.56,92.52
8429,SFC-0756,NEW CLIP-ON LEAD - WHITE - C -IEC (2.6MM),Purchase Price List,1,INR,28.86,INR,28.86,N,Manual,Manual,28.86,1,85.56,92.52
8430,SFC-0757,12 Pin Semifinished Cable 3 Lead - Open end (Mindray)- ECG,Purchase Price List,1,INR,138.77,INR,138.77,N,Manual,Manual,138.77,1,85.56,92.52
8431,SFC-0758,2mm Banana Lead with Button snap,Purchase Price List,1,INR,48.43,INR,48.43,N,Manual,Manual,48.43,1,85.56,92.52
8432,SFC-0759,4MM SPRING BANANA WITH BUTTON SNAP,Purchase Price List,1,INR,82.74,INR,82.74,N,Manual,Manual,82.74,1,85.56,92.52
8433,SFC-0760,Pediatric Gold Button Lead - RA AHA-WHITE,Purchase Price List,1,INR,15.77,INR,15.77,N,Manual,Manual,15.77,1,85.56,92.52
8434,SFC-0761,Pediatric Gold Button Lead - V1 AHA-RED,Purchase Price List,1,INR,15.78,INR,15.78,N,Manual,Manual,15.78,1,85.56,92.52
8435,SFC-0762,Pediatric Gold Button Lead -V2 AHA-YELLOW,Purchase Price List,1,INR,15.77,INR,15.77,N,Manual,Manual,15.77,1,85.56,92.52
8436,SFC-0763,Pediatric Gold Button Lead - V3 AHA-GREEN,Purchase Price List,1,INR,15.69,INR,15.69,N,Manual,Manual,15.69,1,85.56,92.52
8437,SFC-0764,Pediatric Gold Button Lead - V4 AHA-BLUE,Purchase Price List,1,INR,15.75,INR,15.75,N,Manual,Manual,15.75,1,85.56,92.52
8438,SFC-0765,6 Pin Semi Finished Cable Open End 5 Lead(Space lab),Purchase Price List,1,INR,102.32,INR,102.32,N,Manual,Manual,102.32,1,85.56,92.52
8439,SFC-0766,3 lead ECG clip on open end 1K resistor center mould,Purchase Price List,1,INR,287.21,INR,287.21,N,Manual,Manual,287.21,1,85.56,92.52
8440,SFC-0767,3 lead ecg clip on open end with out resistor center mould,Purchase Price List,1,INR,286.06,INR,286.06,N,Manual,Manual,286.06,1,85.56,92.52
8441,SFC-0768,3 lead ecg clip on open end 10K resistor center mould,Purchase Price List,1,INR,287.64,INR,287.64,N,Manual,Manual,287.64,1,85.56,92.52
8442,SFC-0769,3 lead ecg snap open end 1k resistor center mould,Purchase Price List,1,INR,298.53,INR,298.53,N,Manual,Manual,298.53,1,85.56,92.52
8443,SFC-0770,3 lead ecg snap open end without resistor center mould,Purchase Price List,1,INR,305.56,INR,305.56,N,Manual,Manual,305.56,1,85.56,92.52
8444,SFC-0771,3 lead ecg snap open end 10K resistor center mould,Purchase Price List,1,INR,307.15,INR,307.15,N,Manual,Manual,307.15,1,85.56,92.52
8445,SFC-0772,5 lead ecg clip on open end 1K resistor center mould,Purchase Price List,1,INR,353.89,INR,353.89,N,Manual,Manual,353.89,1,85.56,92.52
8446,SFC-0773,5 lead ecg clip on open end without resistor center mould,Purchase Price List,1,INR,350.46,INR,350.46,N,Manual,Manual,350.46,1,85.56,92.52
8447,SFC-0774,5 lead ecg clip on open end 10K resistor center mould,Purchase Price List,1,INR,353.9,INR,353.9,N,Manual,Manual,353.9,1,85.56,92.52
8448,SFC-0775,5 lead ecg snap open end 1k resistor center mould,Purchase Price List,1,INR,385.75,INR,385.75,N,Manual,Manual,385.75,1,85.56,92.52
8449,SFC-0776,5 lead ecg snap open end without resistor center mould,Purchase Price List,1,INR,367.76,INR,367.76,N,Manual,Manual,367.76,1,85.56,92.52
8450,SFC-0777,5 lead ecg snap open end 10K resistor center mould,Purchase Price List,1,INR,385.75,INR,385.75,N,Manual,Manual,385.75,1,85.56,92.52
8451,SFC-0778,10 lead ecg 4mm banana open end 10k resistor center mould,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8452,SFC-0779,10 lead ecg 4mm banana open end without resistor center mould,Purchase Price List,1,INR,686.53,INR,686.53,N,Manual,Manual,686.53,1,85.56,92.52
8453,SFC-0780,10 lead ecg 4mm banana open end 22K resistor center mould,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
8454,SFC-0781,10 Lead BPL Main Cable - Imported,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
