#,Item No.,Item Description,Base Price List,Factor,Primary Currency - Base Price (currency),Primary Currency - Base Price,Primary Currency - Price (currency),Primary Currency - Price,Primary Currency - Manual,Inventory UoM,Pricing Unit,Final Price,INR,USD,EURO
187,203806T66,ADULT PATIENT PLATE (SPLIT),Purchase Price List,1,INR,1200,INR,1200,N,Manual,Manual,1200,1,85.56,92.52
188,203806T67,FOOT PEDAL,Purchase Price List,1,INR,3500,INR,3500,N,Manual,Manual,3500,1,85.56,92.52
189,203806T68,Resuscitations Box Adult,Purchase Price List,1,INR,700,INR,700,N,Manual,Manual,700,1,85.56,92.52
190,203806T69,Resuscitations Box- Pediatric,Purchase Price List,1,INR,450,INR,450,N,Manual,Manual,450,1,85.56,92.52
191,203806T70,Resuscitations Box- Neonatal,Purchase Price List,1,INR,450,INR,450,N,Manual,Manual,450,1,85.56,92.52
192,203806T71,Temperature probe -Rectal(Pediatric)-2.2 K,Purchase Price List,1,INR,143.69,INR,143.69,N,Manual,Manual,143.69,1,85.56,92.52
193,203806T73,Temperature Probe  -Skin,Purchase Price List,1,INR,359.57,INR,359.57,N,Manual,Manual,359.57,1,85.56,92.52
194,203806T75,Temperature Probe(Pediatric)-Rectal(400 Series 2.252k),Purchase Price List,1,INR,300,INR,300,N,Manual,Manual,300,1,85.56,92.52
195,203806T76,Temperature Probe-Rectal (Pediatric)-10 K,Purchase Price List,1,USD,2,USD,2,N,Manual,Manual,171.12,1,85.56,92.52
196,203806T77,Temperature probe-Skin(Drager multilink),Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
197,203806T78,Temperature Probe(Pediatric)-Skinl(400 Series 2.252k),Purchase Price List,1,USD,1.75,USD,1.75,N,Manual,Manual,149.73,1,85.56,92.52
198,203806T92,Bipolar Forceps -Beyonet - Curved,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
199,203806T99,Bipolar cable-2 Pin(American Forceps) -Valley Lab,Purchase Price List,1,INR,700,INR,700,N,Manual,Manual,700,1,85.56,92.52
200,203806T9C,Monopolar cable with wood & Electrode set,Purchase Price List,1,INR,650,INR,650,N,Manual,Manual,650,1,85.56,92.52
201,203806T9S,Surgical Durling Handle set,Purchase Price List,1,INR,733.33,INR,733.33,N,Manual,Manual,733.33,1,85.56,92.52
202,203807T47,"Disp.Neonatal cuff -DT,Size -1 (3.3 - 3.6 cm)",Purchase Price List,1,INR,78.8,INR,78.8,N,Manual,Manual,78.8,1,85.56,92.52
203,203807T48,"Disp.Neonatal cuff -DT,Size -2 (4.2 - 7.1 cm)",Purchase Price List,1,INR,120,INR,120,N,Manual,Manual,120,1,85.56,92.52
204,203807T49,"Disp.Neonatal cuff -DT,Size -3 (5 - 10.5 cm)",Purchase Price List,1,INR,120,INR,120,N,Manual,Manual,120,1,85.56,92.52
205,203807T50,"Disp.Neonatal cuff -DT,Size -4 (6.9 - 11.7 cm)",Purchase Price List,1,INR,73.61,INR,73.61,N,Manual,Manual,73.61,1,85.56,92.52
206,203807T51,"Disp.Neonatal cuff -DT,Size -5 (8.9 - 15cm)",Purchase Price List,1,INR,73.58,INR,73.58,N,Manual,Manual,73.58,1,85.56,92.52
207,203807T52,DIS.Neonatal cuff -ST-(Size 1),Purchase Price List,1,INR,95,INR,95,N,Manual,Manual,95,1,85.56,92.52
208,203807T53,DIS.Neonatal cuff -ST-(Size 2),Purchase Price List,1,INR,95,INR,95,N,Manual,Manual,95,1,85.56,92.52
209,203807T54,DIS.Neonatal cuff -ST(Size 3),Purchase Price List,1,INR,95,INR,95,N,Manual,Manual,95,1,85.56,92.52
210,203807T55,DIS.Neonatal cuff -ST(size 4),Purchase Price List,1,INR,95,INR,95,N,Manual,Manual,95,1,85.56,92.52
211,203807T56,DIS.Neonatal cuff -ST(Size 5),Purchase Price List,1,INR,67.35,INR,67.35,N,Manual,Manual,67.35,1,85.56,92.52
212,203808T02,Dual Transducer Kit-Edwards,Purchase Price List,1,INR,800,INR,800,N,Manual,Manual,800,1,85.56,92.52
213,203808T03,Dual Transducer Kit-Abbott,Purchase Price List,1,INR,885,INR,885,N,Manual,Manual,885,1,85.56,92.52
214,203808T61,Tranducer kit -Meddex,Purchase Price List,1,INR,550,INR,550,N,Manual,Manual,550,1,85.56,92.52
215,203808T75,Transducer Kit-Abbot,Purchase Price List,1,INR,400,INR,400,N,Manual,Manual,400,1,85.56,92.52
216,203808T87,Transducer Kit-Edwards,Purchase Price List,1,INR,400,INR,400,N,Manual,Manual,400,1,85.56,92.52
217,203808T88,Transducer Kit-Uttahmed,Purchase Price List,1,INR,255.71,INR,255.71,N,Manual,Manual,255.71,1,85.56,92.52
218,203808T89,IBP CABLE - ABBOTT,Purchase Price List,1,INR,650,INR,650,N,Manual,Manual,650,1,85.56,92.52
219,203808T90,IBP CABLE - ABBOTT,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
220,203808T91,Transducer Kit (Bracket & Holder),Purchase Price List,1,INR,1,INR,1,N,Manual,Manual,1,1,85.56,92.52
221,203808T92,"Oxygen Hose -with 3/8"" NUT & NIPPLE",Purchase Price List,1,INR,747,INR,747,N,Manual,Manual,747,1,85.56,92.52
222,203808T93,"High Pressure Hose, 3m, NIST - O2",Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
223,203808T94,"High Pressure Hose, 3m, NIST - Air",Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
224,203808T95,"High Pressure Hose, 3m, NIST - N2O",Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
225,203808T9B,REUSABLE PRESSURE TRANSDUCER -BD-RT 2000,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
226,203808T9Q,DISPOSABLE PRESSURE TRANSDUCER -BD,Purchase Price List,1,INR,400,INR,400,N,Manual,Manual,400,1,85.56,92.52
227,203809T65,Reservoir bag-3.0 litre,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
228,203809T66,Reservoir bag-1.0 litre,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
229,203809T67,Reservoir bag-0.5 litre,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
230,203809T68,Adult Test Lung,Purchase Price List,1,INR,550,INR,550,N,Manual,Manual,550,1,85.56,92.52
231,203809T69,Adult Test Lung -Green,Purchase Price List,1,INR,550,INR,550,N,Manual,Manual,550,1,85.56,92.52
232,203809T69A,Adult test lung ( TL01-001  sub assembly parts ),Purchase Price List,1,INR,450,INR,450,N,Manual,Manual,450,1,85.56,92.52
233,203809T70,"Reusable Water Valve with Elbow Connector, 22M/15F",Purchase Price List,1,EUR,13.5,EUR,13.5,N,Manual,Manual,1249.02,1,85.56,92.52
234,203809T71,"Reusable Digby-Leigh Valve, Adult",Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
235,203809T77,"Reusable Digby-Leigh Valve, Adult",Purchase Price List,1,EUR,23.5,EUR,23.5,N,Manual,Manual,2174.22,1,85.56,92.52
236,203809T7A,Antistatic Face Mask (Black) - Size 0,Purchase Price List,1,INR,85,INR,85,N,Manual,Manual,85,1,85.56,92.52
237,203809T7B,Antistatic Face Mask (Black) - Size 1,Purchase Price List,1,INR,85,INR,85,N,Manual,Manual,85,1,85.56,92.52
238,203809T7C,Antistatic Face Mask (Black) - Size 2,Purchase Price List,1,INR,85,INR,85,N,Manual,Manual,85,1,85.56,92.52
239,203809T7D,Antistatic Face Mask (Black) - Size 3,Purchase Price List,1,INR,85,INR,85,N,Manual,Manual,85,1,85.56,92.52
240,203809T7E,Antistatic Face Mask (Black) - Size 4,Purchase Price List,1,INR,85,INR,85,N,Manual,Manual,85,1,85.56,92.52
241,203809T7F,Antistatic Face Mask (Black) - Size 5,Purchase Price List,1,INR,95,INR,95,N,Manual,Manual,95,1,85.56,92.52
242,203809T7G,Disposable:NIV Face Mask-Large,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
243,203809T7H,Disposable:NIV Face Mask-Medium,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
244,203809T7I,Disposable:NIV Face Mask-Small,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
245,203809T7J,Penguin Suction Device,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
246,203809T82,Adult Anaesthesia circuit-1.5mtr-single use,Purchase Price List,1,INR,200,INR,200,N,Manual,Manual,200,1,85.56,92.52
247,203809T83,Peadiatric Anaesthesia circuit-1.5mtr-Single Use,Purchase Price List,1,INR,80,INR,80,N,Manual,Manual,80,1,85.56,92.52
248,203809T84,Disposable DWT Ventilator circuit -Adult,Purchase Price List,1,INR,240,INR,240,N,Manual,Manual,240,1,85.56,92.52
249,203809T85,O2 SENSOR -ENVITEC,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
250,203809T86,OXYGEN SENSOR,Purchase Price List,1,INR,3000,INR,3000,N,Manual,Manual,3000,1,85.56,92.52
251,203809T87,Disposable SWT Ventilator circuit -Neonatal,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
252,203809T88,"Disposable Humidifier Chamber, Neonatal",Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
253,203809T8A,Disp:Single water trap Ventilator Circuit - Adult,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
254,203809T8B,Disp:Double water trap Ventilator Circuit -Adult,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
255,203809T8C,Disp:Catheter Mount,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
256,203809T8D,Disp:HME Filter,Purchase Price List,1,INR,44.68,INR,44.68,N,Manual,Manual,44.68,1,85.56,92.52
257,203809T8E,Disp:Bacterial & Viral (BV) Filter,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
258,203809T8F,Neonatal Anaesthesia circuit-1.5mtr-single use,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
259,203809T8G,Disposable DWT Ventilator circuit -Neonatal,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
260,203809T8H,Disposable SWT Ventilator circuit -Pediatric,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
261,203809T8I,"Bains Circuit Adult, Disposable",Purchase Price List,1,INR,370.5,INR,370.5,N,Manual,Manual,370.5,1,85.56,92.52
262,203809T8J,Disposable SWT Ventilator circuit -Adult,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
263,203809T8l,,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
264,203809T8P,"Bains Circuit Pediatric, Disposable",Purchase Price List,1,INR,350,INR,350,N,Manual,Manual,350,1,85.56,92.52
265,203809T90,Disposable DWT Ventilator circuit -Pediatric,Purchase Price List,1,INR,130,INR,130,N,Manual,Manual,130,1,85.56,92.52
266,203809T92,T-Piece connector,Purchase Price List,1,INR,45,INR,45,N,Manual,Manual,45,1,85.56,92.52
267,203809T93,Humidifier Temp Probe (Fisher & Paykal),Purchase Price List,1,INR,3800,INR,3800,N,Manual,Manual,3800,1,85.56,92.52
268,203809T94,Reu.Humidifier Chamber -Adult,Purchase Price List,1,INR,2100,INR,2100,N,Manual,Manual,2100,1,85.56,92.52
269,203809T95,Reu.Humidifier Chamber-Neonatal,Purchase Price List,1,INR,2000,INR,2000,N,Manual,Manual,2000,1,85.56,92.52
270,203809T96,Bacteria filter,Purchase Price List,1,INR,32.69,INR,32.69,N,Manual,Manual,32.69,1,85.56,92.52
271,203809T97,ECG LEADS-Clip on-SET OF 5 NOS,Purchase Price List,1,INR,90,INR,90,N,Manual,Manual,90,1,85.56,92.52
272,203809T98,Disposable Defribillator pads,Purchase Price List,1,INR,1200,INR,1200,N,Manual,Manual,1200,1,85.56,92.52
273,203809T99,CO2 Absorbent,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
274,203809T9A,Breathing Bag (Green)-1.5 Litre,Purchase Price List,1,INR,46,INR,46,N,Manual,Manual,46,1,85.56,92.52
275,203809T9B,Silicone Face Mask (WHITE) - Size 0,Purchase Price List,1,INR,150,INR,150,N,Manual,Manual,150,1,85.56,92.52
276,203809T9C,Silicone Face Mask (WHITE) - Size 1,Purchase Price List,1,INR,150,INR,150,N,Manual,Manual,150,1,85.56,92.52
277,203809T9D,O2 SENSOR -SIEMENS 300,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
278,203809T9E,Silicone Face Mask (WHITE) - Size 2,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
279,203809T9F,O2 SENSOR -DRAGER EVITA,Purchase Price List,1,INR,2300,INR,2300,N,Manual,Manual,2300,1,85.56,92.52
280,203809T9G,Silicone Face Mask (WHITE) - Size 3,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
281,203809T9H,Silicone Face Mask (WHITE) - Size 4,Purchase Price List,1,INR,135,INR,135,N,Manual,Manual,135,1,85.56,92.52
282,203809T9I,Silicone Face Mask (WHITE) - Size 5,Purchase Price List,1,INR,135,INR,135,N,Manual,Manual,135,1,85.56,92.52
283,203809T9J,Reservoir bag-2.0 litre,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
284,203809T9K,Breathing Bag (Green)-500 ML,Purchase Price List,1,INR,110,INR,110,N,Manual,Manual,110,1,85.56,92.52
285,203809T9L,V-Limbo Circuit with Rebreathing Bag,Purchase Price List,1,INR,475,INR,475,N,Manual,Manual,475,1,85.56,92.52
286,203809T9M,Silicone Ambu Bag - Adult,Purchase Price List,1,INR,499.75,INR,499.75,N,Manual,Manual,499.75,1,85.56,92.52
287,203809T9N,Silicone Ambu Bag - Pediatric (500ml),Purchase Price List,1,INR,397.77,INR,397.77,N,Manual,Manual,397.77,1,85.56,92.52
288,203809T9O,Breathing Bag (Green)-1 Litre,Purchase Price List,1,INR,110,INR,110,N,Manual,Manual,110,1,85.56,92.52
289,203809T9P,SILICON AMBU BAG INFANT ( 250 ML),Purchase Price List,1,INR,400,INR,400,N,Manual,Manual,400,1,85.56,92.52
290,203809T9Q,Breathing Bag (Green)-2 Litre,Purchase Price List,1,INR,90,INR,90,N,Manual,Manual,90,1,85.56,92.52
291,203809T9R,Silicone Face Mask (Green) - Size 00,Purchase Price List,1,INR,90,INR,90,N,Manual,Manual,90,1,85.56,92.52
292,203809T9S,Silicone Face Mask (Green) - Size 0,Purchase Price List,1,INR,120,INR,120,N,Manual,Manual,120,1,85.56,92.52
293,203809T9T,Silicone Face Mask (Green) - Size 1,Purchase Price List,1,INR,120,INR,120,N,Manual,Manual,120,1,85.56,92.52
294,203809T9U,Silicone Face Mask (Green) - Size 2,Purchase Price List,1,INR,145,INR,145,N,Manual,Manual,145,1,85.56,92.52
295,203809T9V,Silicone Face Mask (Green) - Size 3,Purchase Price List,1,INR,180,INR,180,N,Manual,Manual,180,1,85.56,92.52
296,203809T9W,Silicone Face Mask (Green) - Size 4,Purchase Price List,1,INR,180,INR,180,N,Manual,Manual,180,1,85.56,92.52
297,203809T9X,Silicone Face Mask (Green) - Size 5,Purchase Price List,1,INR,180,INR,180,N,Manual,Manual,180,1,85.56,92.52
298,203809T9Y,Sampling Line,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
299,203809T9Z,Face mask Harness,Purchase Price List,1,INR,150,INR,150,N,Manual,Manual,150,1,85.56,92.52
300,203809TBH,BUBBLE HUMIDIFIER WITH 6 PSI PRESSURE RELIEF VALVE,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
301,203809TNC,NASAL CANNULA TUBE -ADULT,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
302,203809TOM,OXYGEN MASK -ADULT,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
303,203809TPC,PAED END CONNECTOR 22M/15M,Purchase Price List,1,INR,6,INR,6,N,Manual,Manual,6,1,85.56,92.52
304,203809TPV,PEEP VALVE,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
305,20380TT53,Pneumatic Nebulizer Kit,Purchase Price List,1,INR,28,INR,28,N,Manual,Manual,28,1,85.56,92.52
306,20380TT54,Holter Cable- 5 lead snap button,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
307,20380TT55,NIBP Hose Nihon Koden Trading,Purchase Price List,1,INR,650,INR,650,N,Manual,Manual,650,1,85.56,92.52
308,20380TT56,Portable Ventilator circuit with exhalation valve pediatric,Purchase Price List,1,INR,650,INR,650,N,Manual,Manual,650,1,85.56,92.52
309,20380TT57,Anesthesia Inflatable Air cushion face mask - Pediatric,Purchase Price List,1,INR,650,INR,650,N,Manual,Manual,650,1,85.56,92.52
310,20380TT58,Anesthesia Inflatable Air cushion face mask - Infant,Purchase Price List,1,INR,650,INR,650,N,Manual,Manual,650,1,85.56,92.52
311,20380TT59,Ventilator Circuit with single Heated Wire and single water trap with humidifier chamber,Purchase Price List,1,INR,650,INR,650,N,Manual,Manual,650,1,85.56,92.52
312,22SR051073G,SPO2 Pulse Oximeter Adult Probe 3.0m,Purchase Price List,1,INR,1100,INR,1100,N,Manual,Manual,1100,1,85.56,92.52
313,22SR052965G,Spo2 Sensor Adult Clip-3 Meter,Purchase Price List,1,INR,416.98,INR,416.98,N,Manual,Manual,416.98,1,85.56,92.52
314,22SU1024,Bipolar forcep 10 inches (25.4cm)  Bayonet 0.5mm tip imp blue,Purchase Price List,1,INR,1051.56,INR,1051.56,N,Manual,Manual,1051.56,1,85.56,92.52
315,2525,Spo2 Extension cable (Masimo LNCS),Purchase Price List,1,INR,7269,INR,7269,N,Manual,Manual,7269,1,85.56,92.52
316,3011,EASYFLO ANAETHESIA CIRCUIT PAEDIATRIC,Purchase Price List,1,INR,650,INR,650,N,Manual,Manual,650,1,85.56,92.52
317,303806T08,Temperature Probe- Skin,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
318,30664S,WE-GS Woven Strings,Purchase Price List,1,INR,950,INR,950,N,Manual,Manual,950,1,85.56,92.52
319,3-10-390-0007-55,Bipolar Cables,Purchase Price List,1,INR,139.52,INR,139.52,N,Manual,Manual,139.52,1,85.56,92.52
320,3-18-100-0002-62,Adhesive pad cables,Purchase Price List,1,INR,361.73,INR,361.73,N,Manual,Manual,361.73,1,85.56,92.52
321,3-18-100-0003-59,PADDLE ADAPTER CABLE,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
322,"3-18-120-0009-83 , REV-B","PCB Panel (102*28mm,8ups/panel)",Purchase Price List,1,INR,51.62,INR,51.62,N,Manual,Manual,51.62,1,85.56,92.52
323,"3-18-120-0011-77 , REV-A","PCB Panel (98*70mm,20ups/panel)",Purchase Price List,1,INR,17.13,INR,17.13,N,Manual,Manual,17.13,1,85.56,92.52
324,3-18-390-0115-41,R*C/F External Paddle Cable - DF16,Purchase Price List,1,INR,1274.3,INR,1274.3,N,Manual,Manual,1274.3,1,85.56,92.52
325,3-18-390-0116-38,R* Paddle Adaptor Cable - DF16,Purchase Price List,1,INR,532.64,INR,532.64,N,Manual,Manual,532.64,1,85.56,92.52
326,320101001,SPO2 Pulse Oximeter Adult Probe 0.9m,Purchase Price List,1,INR,182.61,INR,182.61,N,Manual,Manual,182.61,1,85.56,92.52
327,320101003,SPO2 Pulse Oximeter Adult Probe 0.9m,Purchase Price List,1,INR,438.18,INR,438.18,N,Manual,Manual,438.18,1,85.56,92.52
328,320101004,SPO2 Pulse Oximeter Adult Probe 0.9m,Purchase Price List,1,INR,196.19,INR,196.19,N,Manual,Manual,196.19,1,85.56,92.52
329,320101011,SPO2 Pulse Oximeter Adult Probe 0.9m,Purchase Price List,1,INR,315.38,INR,315.38,N,Manual,Manual,315.38,1,85.56,92.52
330,320101015,SPO2 Pulse Oximeter Adult Probe 0.9m,Purchase Price List,1,INR,589.03,INR,589.03,N,Manual,Manual,589.03,1,85.56,92.52
331,320101016,SPO2 Pulse Oximeter Adult Probe 0.9m,Purchase Price List,1,INR,174.69,INR,174.69,N,Manual,Manual,174.69,1,85.56,92.52
332,320101044,SPO2 Pulse Oximeter Adult Probe 0.9m,Purchase Price List,1,INR,260.34,INR,260.34,N,Manual,Manual,260.34,1,85.56,92.52
333,320101049,SPO2 Pulse Oximeter Adult Probe 0.9m,Purchase Price List,1,INR,261.83,INR,261.83,N,Manual,Manual,261.83,1,85.56,92.52
334,320101097,SPO2 Pulse Oximeter Adult Probe 0.9m,Purchase Price List,1,INR,330.93,INR,330.93,N,Manual,Manual,330.93,1,85.56,92.52
335,320101109,SPO2 Pulse Oximeter Adult  Probe 0.9m,Purchase Price List,1,INR,253.01,INR,253.01,N,Manual,Manual,253.01,1,85.56,92.52
336,320101152,SPO2 Pulse Oximeter Adult Probe 0.9m,Purchase Price List,1,INR,296.62,INR,296.62,N,Manual,Manual,296.62,1,85.56,92.52
337,320101179,SPO2 Pulse Oximeter Adult Probe 0.9m,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
338,320101D70,SPO2 Pulse Oximeter Adult Probe 0.9m,Purchase Price List,1,INR,269.2,INR,269.2,N,Manual,Manual,269.2,1,85.56,92.52
339,320102001,SPO2 Pulse Oximeter Adult Probe 3.0m,Purchase Price List,1,INR,291.47,INR,291.47,N,Manual,Manual,291.47,1,85.56,92.52
340,320102002,SPO2 Pulse Oximeter Adult Probe 3.0m,Purchase Price List,1,INR,257.04,INR,257.04,N,Manual,Manual,257.04,1,85.56,92.52
341,320102003,SPO2 Pulse Oximeter Adult Probe 3.0m,Purchase Price List,1,INR,362.39,INR,362.39,N,Manual,Manual,362.39,1,85.56,92.52
342,320102004,SPO2 Pulse Oximeter Adult Probe 3.0m,Purchase Price List,1,INR,313.44,INR,313.44,N,Manual,Manual,313.44,1,85.56,92.52
343,320102008,SPO2 Pulse Oximeter Adult Probe 3.0m,Purchase Price List,1,INR,301.9,INR,301.9,N,Manual,Manual,301.9,1,85.56,92.52
344,320102011,SPO2 Pulse Oximeter Adult Probe 3.0m,Purchase Price List,1,INR,286.98,INR,286.98,N,Manual,Manual,286.98,1,85.56,92.52
345,320102015,SPO2 Pulse Oximeter Adult Probe 3.0m,Purchase Price List,1,INR,332.27,INR,332.27,N,Manual,Manual,332.27,1,85.56,92.52
346,320102016,SPO2 Pulse Oximeter Adult Probe 3.0m,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
347,320102017,SPO2 Pulse Oximeter Adult Probe 3.0m,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
348,320102018,SPO2 Pulse Oximeter Adult Probe 3.0m,Purchase Price List,1,INR,291.1,INR,291.1,N,Manual,Manual,291.1,1,85.56,92.52
349,320102020,SPO2 Pulse Oximeter Adult Probe 3.0m,Purchase Price List,1,INR,389.62,INR,389.62,N,Manual,Manual,389.62,1,85.56,92.52
350,320102022,SPO2 Pulse Oximeter Adult Probe 3.0m,Purchase Price List,1,INR,659.78,INR,659.78,N,Manual,Manual,659.78,1,85.56,92.52
351,320102023,SPO2 Pulse Oximeter Adult Probe 3.0m,Purchase Price List,1,INR,411.78,INR,411.78,N,Manual,Manual,411.78,1,85.56,92.52
352,320102026,SPO2 Pulse Oximeter Adult Probe 3.0m,Purchase Price List,1,INR,277.28,INR,277.28,N,Manual,Manual,277.28,1,85.56,92.52
353,320102027,SPO2 Pulse Oximeter Adult Probe 3.0m,Purchase Price List,1,INR,292.11,INR,292.11,N,Manual,Manual,292.11,1,85.56,92.52
354,320102028,SPO2 Pulse Oximeter Adult Probe 3.0m,Purchase Price List,1,INR,357.23,INR,357.23,N,Manual,Manual,357.23,1,85.56,92.52
355,320102029,SPO2 Pulse Oximeter Adult Probe 3.0m,Purchase Price List,1,INR,330.37,INR,330.37,N,Manual,Manual,330.37,1,85.56,92.52
356,320102031,SPO2 Pulse Oximeter Adult Probe 3.0m,Purchase Price List,1,INR,284.21,INR,284.21,N,Manual,Manual,284.21,1,85.56,92.52
357,320102032,SPO2 Pulse Oximeter Adult Probe 3.0m,Purchase Price List,1,INR,345.14,INR,345.14,N,Manual,Manual,345.14,1,85.56,92.52
358,320102034,SPO2 Pulse Oximeter Adult Probe 3.0m,Purchase Price List,1,INR,359.62,INR,359.62,N,Manual,Manual,359.62,1,85.56,92.52
359,320102036,SPO2 Pulse Oximeter Adult Probe 3.0m,Purchase Price List,1,INR,336.59,INR,336.59,N,Manual,Manual,336.59,1,85.56,92.52
360,320102037,SPO2 Pulse Oximeter Adult Probe 3.0m,Purchase Price List,1,INR,342.81,INR,342.81,N,Manual,Manual,342.81,1,85.56,92.52
361,320102038,SPO2 Pulse Oximeter Adult Probe 3.0m,Purchase Price List,1,INR,326.03,INR,326.03,N,Manual,Manual,326.03,1,85.56,92.52
362,320102039,SPO2 Pulse Oximeter Adult Probe 3.0m,Purchase Price List,1,INR,300.8,INR,300.8,N,Manual,Manual,300.8,1,85.56,92.52
363,320102040,SPO2 Pulse Oximeter Adult Probe 3.0m,Purchase Price List,1,INR,361.34,INR,361.34,N,Manual,Manual,361.34,1,85.56,92.52
364,320102042,SPO2 Pulse Oximeter Adult Probe 3.0m,Purchase Price List,1,INR,310.36,INR,310.36,N,Manual,Manual,310.36,1,85.56,92.52
365,320102043,SPO2 Pulse Oximeter Adult Probe 3.0m,Purchase Price List,1,INR,290.36,INR,290.36,N,Manual,Manual,290.36,1,85.56,92.52
366,320102045,SPO2 Pulse Oximeter Adult Probe 3.0m,Purchase Price List,1,INR,449.47,INR,449.47,N,Manual,Manual,449.47,1,85.56,92.52
367,320102046,SPO2 Pulse Oximeter Adult Probe 3.0m,Purchase Price List,1,INR,323.11,INR,323.11,N,Manual,Manual,323.11,1,85.56,92.52
368,320102047,SPO2 Pulse Oximeter Adult Probe 3.0m,Purchase Price List,1,INR,326.46,INR,326.46,N,Manual,Manual,326.46,1,85.56,92.52
369,320102048,SPO2 Pulse Oximeter Adult Probe 3.0m,Purchase Price List,1,INR,284.27,INR,284.27,N,Manual,Manual,284.27,1,85.56,92.52
370,320102049,SPO2 Pulse Oximeter Adult Probe 3.0m,Purchase Price List,1,INR,373.14,INR,373.14,N,Manual,Manual,373.14,1,85.56,92.52
371,320102050,SPO2 Pulse Oximeter Adult Probe 3.0m,Purchase Price List,1,INR,322.66,INR,322.66,N,Manual,Manual,322.66,1,85.56,92.52
372,320102051,SPO2 Pulse Oximeter Adult Probe 3.0m,Purchase Price List,1,INR,304.47,INR,304.47,N,Manual,Manual,304.47,1,85.56,92.52
373,320102053,SPO2 Pulse Oximeter Adult Probe 3.0m,Purchase Price List,1,INR,399.94,INR,399.94,N,Manual,Manual,399.94,1,85.56,92.52
374,320102054,SPO2 Pulse Oximeter Adult Probe 3.0m,Purchase Price List,1,INR,351.46,INR,351.46,N,Manual,Manual,351.46,1,85.56,92.52
375,320102055,SPO2 Pulse Oximeter Adult Probe 3.0m,Purchase Price List,1,INR,345.6,INR,345.6,N,Manual,Manual,345.6,1,85.56,92.52
